age,annual_income,employment_length,loan_interest_rate,loan_percent_income,person_home_ownership,person_default_on_file,person_cred_history_length,loan_status
30,41000,14,9.010,0.440,MORTGAGE,N,7,0
34,41004,5,11.780,0.390,MORTGAGE,N,5,0
27,96000,3,7.880,0.100,RENT,N,10,0
27,98004,8,6.540,0.100,RENT,N,10,0
30,102000,3,6.030,0.100,RENT,N,8,0
27,103000,9,8.590,0.100,RENT,N,10,0
31,110000,4,15.990,0.090,RENT,Y,9,0
28,110000,2,13.220,0.090,RENT,N,5,0
30,118000,5,7.140,0.080,RENT,N,7,0
30,120000,3,17.040,0.080,RENT,N,5,0
30,125000,3,10.740,0.080,RENT,N,6,0
28,42000,5,10.650,0.130,MORTGAGE,N,7,0
27,36000,8,6.030,0.350,MORTGAGE,N,7,1
27,275000,7,14.910,0.040,RENT,Y,10,0
28,42000,5,5.420,0.140,MORTGAGE,N,9,0
34,42000,18,5.790,0.050,MORTGAGE,N,8,0
31,30000,4,9.910,0.170,RENT,N,5,1
31,42000,0,9.990,0.170,OWN,N,8,0
27,42000,0,6.760,0.100,MORTGAGE,N,7,0
29,42000,9,7.740,0.060,MORTGAGE,N,7,0
27,31513,11,6.620,0.160,RENT,N,7,1
28,35000,0,8.900,0.140,RENT,N,9,1
32,36500,2,6.910,0.140,RENT,N,5,1
33,43000,4,13.350,0.230,MORTGAGE,Y,10,0
28,43000,12,13.480,0.280,MORTGAGE,N,6,0
28,43000,12,9.320,0.190,MORTGAGE,N,10,0
30,43200,5,13.490,0.100,MORTGAGE,Y,7,0
32,43200,7,7.910,0.350,MORTGAGE,N,7,0
30,43200,6,10.990,0.050,OWN,N,9,0
29,42000,0,14.960,0.120,RENT,N,9,1
28,44000,0,12.990,0.110,RENT,Y,5,1
29,43800,13,7.050,0.110,OWN,N,7,0
29,59520,13,5.420,0.150,RENT,N,9,0
31,62839,15,15.330,0.140,RENT,N,10,0
29,77800,2,12.420,0.120,RENT,N,6,0
30,44000,14,8.000,0.250,MORTGAGE,N,5,0
31,44000,6,13.550,0.390,OWN,Y,7,0
27,85000,6,10.360,0.110,RENT,N,5,0
28,44300,12,7.490,0.100,MORTGAGE,N,5,0
32,44400,5,14.840,0.150,MORTGAGE,Y,7,0
27,130000,9,7.050,0.070,RENT,N,6,0
29,44400,13,10.990,0.470,MORTGAGE,N,8,0
28,50000,0,11.490,0.180,RENT,N,7,0
27,60000,2,11.360,0.150,RENT,N,10,0
27,44000,5,16.350,0.110,RENT,Y,6,1
29,50700,2,9.880,0.100,RENT,N,8,0
30,45000,6,7.900,0.170,MORTGAGE,N,5,0
28,45000,12,7.490,0.180,MORTGAGE,N,8,0
27,39000,11,18.790,0.130,MORTGAGE,N,6,1
30,39000,13,13.990,0.080,MORTGAGE,Y,10,1
28,45000,5,15.990,0.330,MORTGAGE,Y,8,0
32,54000,16,7.490,0.160,RENT,N,6,0
27,58000,0,13.490,0.150,RENT,Y,6,0
31,45000,15,13.060,0.330,MORTGAGE,Y,5,0
28,52000,12,13.480,0.100,RENT,Y,7,0
29,53000,0,5.420,0.090,RENT,N,6,0
31,53922,15,10.590,0.090,RENT,N,5,0
30,49000,2,15.310,0.100,RENT,Y,10,1
31,55000,3,12.180,0.090,RENT,N,8,0
29,45000,5,15.580,0.180,MORTGAGE,N,9,0
28,52000,12,11.360,0.100,RENT,N,7,1
27,45000,0,11.360,0.090,MORTGAGE,N,6,0
28,59600,2,5.790,0.080,RENT,N,10,0
28,60000,12,15.700,0.080,RENT,Y,7,0
27,45000,4,8.940,0.270,MORTGAGE,N,6,0
34,65004,8,10.590,0.080,RENT,N,9,0
27,60000,2,15.210,0.080,RENT,Y,9,1
31,39000,0,13.300,0.310,MORTGAGE,N,7,1
32,39000,7,12.170,0.070,MORTGAGE,Y,6,1
28,78500,2,14.270,0.060,RENT,Y,6,0
34,80000,4,6.170,0.060,RENT,N,10,0
34,82000,3,8.320,0.060,RENT,N,9,0
33,82150,4,7.510,0.060,RENT,N,5,0
29,45500,6,10.650,0.220,MORTGAGE,N,10,0
35,85000,0,9.070,0.060,RENT,N,6,0
27,45600,3,8.490,0.030,MORTGAGE,N,8,0
28,89400,12,15.200,0.060,RENT,N,6,0
30,45600,5,7.290,0.110,MORTGAGE,N,8,0
35,95028,2,14.420,0.050,RENT,Y,6,1
30,46000,10,14.270,0.240,OWN,Y,10,0
29,46000,3,14.350,0.160,MORTGAGE,Y,5,0
29,18000,5,12.690,0.300,RENT,N,9,1
29,46140,2,14.720,0.100,MORTGAGE,Y,6,0
27,54000,1,14.270,0.100,RENT,N,6,0
30,40525,8,14.650,0.120,MORTGAGE,N,10,1
32,46700,16,7.510,0.240,MORTGAGE,N,10,0
34,46800,1,11.110,0.120,MORTGAGE,N,6,0
28,47000,5,12.420,0.190,MORTGAGE,N,8,0
31,30000,0,15.210,0.180,RENT,Y,7,1
28,53000,11,11.030,0.100,RENT,N,9,0
27,50000,11,12.730,0.110,RENT,N,7,1
29,60000,4,10.740,0.090,RENT,N,6,0
27,144000,8,19.130,0.040,RENT,Y,5,0
27,47380,11,13.790,0.320,MORTGAGE,Y,9,0
30,48000,3,12.420,0.190,MORTGAGE,N,7,0
29,69600,13,11.990,0.080,RENT,N,6,0
29,70000,3,14.270,0.080,RENT,Y,6,0
28,93600,1,11.990,0.060,RENT,N,10,0
33,48000,11,9.990,0.210,OWN,N,8,0
31,48000,0,9.990,0.030,OWN,N,8,0
29,48000,4,5.990,0.100,MORTGAGE,N,8,0
31,99000,0,13.230,0.060,RENT,Y,8,0
31,95800,1,9.450,0.060,RENT,N,10,0
27,48000,0,10.590,0.170,MORTGAGE,N,9,0
29,32400,11,5.790,0.180,RENT,N,5,1
29,48000,6,13.490,0.170,OWN,Y,9,0
31,73000,5,10.370,0.080,RENT,N,6,0
28,48000,1,14.540,0.250,OWN,N,10,0
32,48000,8,5.420,0.110,MORTGAGE,N,5,0
29,42000,2,12.980,0.030,MORTGAGE,N,10,1
27,21600,0,18.070,0.280,RENT,N,7,1
35,48000,6,13.610,0.090,OWN,N,7,0
29,48000,13,11.360,0.420,MORTGAGE,N,10,0
31,48000,0,10.620,0.420,OWN,N,7,0
30,48000,3,13.480,0.030,OWN,Y,5,0
29,26880,0,14.840,0.220,RENT,N,7,1
31,27000,7,8.940,0.220,RENT,N,6,1
35,48000,8,11.970,0.040,MORTGAGE,N,9,0
33,48000,2,8.000,0.160,MORTGAGE,N,10,0
29,30000,1,17.990,0.200,RENT,N,7,1
27,48996,0,11.830,0.100,MORTGAGE,N,10,0
31,29004,4,10.750,0.210,RENT,N,8,1
32,49200,5,7.740,0.100,MORTGAGE,N,10,0
35,50000,5,13.490,0.120,MORTGAGE,N,6,0
35,50000,7,6.620,0.240,MORTGAGE,N,6,0
29,50000,3,9.910,0.080,OWN,N,5,0
31,50000,7,6.030,0.100,MORTGAGE,N,5,0
32,50000,16,7.490,0.160,OWN,N,9,0
29,50000,13,9.990,0.120,RENT,N,7,0
29,50000,8,12.120,0.190,OWN,N,6,0
30,50000,2,10.590,0.060,MORTGAGE,N,5,0
29,45000,1,5.790,0.130,RENT,N,10,1
31,49000,5,10.590,0.120,RENT,N,9,1
28,50000,3,14.830,0.170,OWN,Y,5,0
28,57000,2,13.490,0.110,RENT,Y,8,0
34,57016,14,11.830,0.110,RENT,N,6,0
35,57996,0,13.570,0.100,RENT,Y,8,0
32,59004,2,11.490,0.100,RENT,N,8,0
27,59578,11,14.590,0.100,RENT,Y,7,0
32,54000,2,15.950,0.110,RENT,N,7,1
27,60000,0,8.000,0.100,RENT,N,5,0
34,62000,1,7.490,0.100,RENT,N,9,0
31,50000,1,13.850,0.320,OWN,N,6,0
31,13000,6,9.620,0.540,RENT,N,9,1
27,15000,1,12.210,0.470,RENT,N,10,1
27,50000,2,13.480,0.210,MORTGAGE,N,5,0
27,65000,11,14.650,0.090,RENT,Y,7,0
31,68000,1,7.490,0.090,RENT,N,10,0
30,50000,3,10.950,0.100,MORTGAGE,N,9,0
29,74000,2,5.420,0.080,RENT,N,10,0
29,50000,11,10.780,0.080,MORTGAGE,N,5,0
31,76000,4,7.490,0.080,RENT,N,5,0
29,50004,1,13.110,0.030,MORTGAGE,Y,6,0
31,78996,5,7.510,0.080,RENT,N,5,1
28,50343,11,7.490,0.440,OWN,N,5,0
34,111280,3,9.990,0.050,RENT,N,9,0
28,112000,1,12.690,0.050,RENT,N,10,0
32,114000,17,10.370,0.050,RENT,N,5,0
33,45000,17,7.510,0.240,MORTGAGE,N,8,1
33,45000,3,16.490,0.180,MORTGAGE,Y,6,1
30,51000,6,6.920,0.130,MORTGAGE,N,9,0
29,18000,4,9.990,0.350,RENT,N,6,1
27,51000,3,7.880,0.070,OWN,N,5,0
29,55400,2,10.280,0.130,RENT,Y,6,0
28,49900,6,14.270,0.140,RENT,N,9,1
32,60000,7,7.510,0.120,RENT,N,8,0
28,65000,3,12.690,0.110,RENT,N,10,0
28,65000,3,8.490,0.110,RENT,N,6,0
29,75000,2,11.710,0.090,RENT,N,9,0
28,52000,6,12.420,0.270,OWN,N,10,0
27,52000,4,6.990,0.150,MORTGAGE,N,8,0
33,94000,4,11.490,0.070,RENT,N,10,0
27,52000,11,7.490,0.120,MORTGAGE,N,8,0
28,52000,5,10.990,0.050,MORTGAGE,N,8,0
29,46000,13,11.860,0.100,MORTGAGE,N,9,1
31,52000,8,7.880,0.120,MORTGAGE,N,10,0
30,30000,4,15.650,0.220,RENT,Y,6,1
27,52000,2,11.890,0.130,MORTGAGE,N,8,0
32,52500,9,12.990,0.130,MORTGAGE,N,9,0
28,59000,0,16.350,0.110,RENT,N,7,1
30,67275,4,8.940,0.100,RENT,N,7,0
32,52800,2,7.510,0.450,MORTGAGE,N,10,0
28,53000,12,12.420,0.320,MORTGAGE,N,7,0
30,53000,3,6.030,0.240,MORTGAGE,N,7,0
31,53000,15,7.900,0.300,MORTGAGE,N,5,0
33,24947,3,12.690,0.270,RENT,N,9,1
28,47000,5,8.880,0.130,MORTGAGE,N,6,1
33,53000,6,13.490,0.130,RENT,N,6,0
34,53000,9,8.940,0.180,OWN,N,10,0
28,53004,2,12.980,0.190,MORTGAGE,N,10,0
29,53004,2,9.630,0.280,MORTGAGE,N,10,0
29,53200,7,13.490,0.020,MORTGAGE,Y,6,0
31,53329,6,5.990,0.150,MORTGAGE,N,9,0
29,53590,2,11.140,0.210,MORTGAGE,N,7,0
28,53796,12,9.910,0.130,MORTGAGE,N,8,0
34,54000,5,7.900,0.500,MORTGAGE,N,5,0
34,32000,0,15.620,0.200,RENT,N,5,1
30,54000,1,6.030,0.070,MORTGAGE,N,5,0
27,50000,4,13.230,0.130,RENT,Y,7,0
32,95000,5,11.540,0.070,RENT,N,5,0
29,96000,3,11.490,0.070,RENT,N,8,0
28,54000,11,7.510,0.020,MORTGAGE,N,7,0
34,54000,18,6.390,0.070,MORTGAGE,N,5,0
27,54000,2,12.180,0.180,OWN,N,8,0
28,54080,7,11.140,0.250,MORTGAGE,N,7,0
32,32000,1,14.910,0.220,RENT,Y,9,1
28,30416,7,14.960,0.230,RENT,Y,7,1
31,48996,0,14.110,0.170,MORTGAGE,Y,9,1
27,54996,2,14.110,0.150,OWN,Y,9,0
33,55000,7,10.650,0.060,MORTGAGE,N,5,0
28,55000,4,6.620,0.360,MORTGAGE,N,10,0
34,55000,6,13.490,0.050,MORTGAGE,N,7,0
31,55000,7,7.490,0.220,MORTGAGE,N,5,0
28,52000,3,11.990,0.130,RENT,N,8,0
31,52249,7,7.490,0.130,RENT,N,7,0
28,48000,0,12.680,0.150,RENT,N,10,1
30,85000,4,8.900,0.080,RENT,N,5,0
32,55000,4,13.980,0.120,MORTGAGE,N,10,0
28,49000,5,15.580,0.400,MORTGAGE,Y,9,1
31,55000,0,11.360,0.270,MORTGAGE,N,5,0
33,55000,4,7.510,0.220,OWN,N,9,0
32,55000,4,16.350,0.280,OWN,Y,6,0
34,39000,5,11.710,0.180,RENT,N,5,1
27,55140,8,13.490,0.180,MORTGAGE,Y,8,0
27,60000,4,8.900,0.120,RENT,N,7,0
28,60000,5,5.420,0.120,RENT,N,7,0
27,60000,0,7.740,0.120,RENT,N,10,0
27,98500,5,14.350,0.070,RENT,Y,6,0
32,31000,2,16.770,0.240,RENT,Y,9,1
33,69000,8,9.760,0.110,RENT,N,5,0
28,56000,10,14.720,0.210,OWN,Y,7,0
29,55000,6,15.620,0.140,RENT,N,8,0
35,56000,1,11.260,0.270,MORTGAGE,N,10,0
30,56004,9,5.990,0.170,MORTGAGE,N,6,0
27,56004,5,7.740,0.090,MORTGAGE,N,7,0
33,56100,13,6.030,0.290,OWN,N,8,0
27,56244,11,14.220,0.210,MORTGAGE,N,8,0
28,31000,1,15.310,0.240,RENT,Y,5,1
30,56628,2,8.940,0.210,MORTGAGE,N,10,0
31,34000,2,15.580,0.220,RENT,N,5,1
28,36000,2,10.390,0.210,RENT,N,9,1
27,51000,1,6.990,0.200,MORTGAGE,N,5,1
28,57000,12,9.630,0.230,MORTGAGE,N,5,0
29,59000,3,9.990,0.130,RENT,N,8,1
30,57600,0,14.650,0.100,MORTGAGE,N,8,0
33,57600,3,7.660,0.300,MORTGAGE,N,8,0
27,81000,5,10.250,0.090,RENT,N,7,0
27,96000,7,9.830,0.080,RENT,N,10,0
33,115000,9,11.030,0.070,RENT,Y,8,0
34,120000,9,16.290,0.060,RENT,N,5,0
31,160000,1,11.280,0.050,RENT,N,7,0
27,52000,11,15.960,0.060,MORTGAGE,Y,6,1
28,18000,9,8.490,0.420,RENT,N,9,1
34,58000,18,5.420,0.070,MORTGAGE,N,8,0
30,58000,9,5.420,0.050,MORTGAGE,N,9,0
27,51996,7,14.170,0.150,RENT,N,8,0
29,33000,4,19.290,0.230,RENT,Y,6,1
30,58000,2,13.230,0.160,MORTGAGE,N,6,0
27,58000,3,7.510,0.210,MORTGAGE,N,8,0
30,58000,0,11.120,0.070,MORTGAGE,N,6,0
29,58000,13,7.510,0.240,MORTGAGE,N,7,0
29,58000,0,11.830,0.240,OTHER,N,8,0
31,58000,15,9.320,0.100,MORTGAGE,N,5,0
32,93158,16,16.290,0.080,RENT,N,6,0
28,58600,1,8.000,0.080,OTHER,N,8,0
29,59000,6,6.910,0.170,MORTGAGE,N,5,0
27,59000,11,13.980,0.270,MORTGAGE,N,10,0
30,59500,15,6.540,0.250,MORTGAGE,N,8,0
28,59700,12,10.990,0.100,MORTGAGE,N,5,0
29,60000,2,13.490,0.100,MORTGAGE,Y,8,0
28,60000,1,14.270,0.080,OWN,Y,5,0
30,60000,3,7.900,0.350,OWN,N,5,0
29,60000,2,6.030,0.030,MORTGAGE,N,9,0
31,60000,2,12.690,0.150,MORTGAGE,N,8,0
29,30000,5,12.690,0.270,RENT,N,6,1
35,60000,5,12.420,0.150,MORTGAGE,N,7,0
28,60000,12,7.900,0.330,MORTGAGE,N,7,0
30,60000,5,7.490,0.120,MORTGAGE,N,8,0
35,32000,19,5.990,0.250,RENT,N,9,1
29,33000,5,5.790,0.240,RENT,N,8,1
32,60000,4,13.490,0.050,MORTGAGE,Y,5,0
27,60000,4,7.490,0.170,OWN,N,7,0
28,60000,12,17.490,0.050,MORTGAGE,N,8,0
31,60000,5,10.990,0.110,MORTGAGE,N,5,0
29,60000,1,5.790,0.170,MORTGAGE,N,6,0
27,50000,0,7.900,0.160,RENT,N,9,0
28,60000,1,14.090,0.370,OWN,Y,8,0
28,51000,5,9.630,0.160,RENT,N,9,0
28,60000,0,5.790,0.130,MORTGAGE,N,8,0
32,51400,1,7.510,0.160,RENT,N,10,0
32,48000,1,14.420,0.170,RENT,Y,8,1
27,55000,11,7.290,0.150,RENT,N,9,0
27,60000,2,11.860,0.250,MORTGAGE,N,8,0
27,56888,8,16.290,0.140,RENT,N,5,0
30,60000,0,7.660,0.130,RENT,N,6,0
35,60000,3,5.790,0.130,RENT,N,10,0
29,75000,3,10.750,0.070,RENT,N,8,0
28,25000,0,18.430,0.210,RENT,Y,6,1
27,60000,3,12.530,0.170,MORTGAGE,N,10,0
27,52000,0,10.370,0.100,RENT,N,9,0
30,60000,0,8.940,0.100,MORTGAGE,N,8,0
29,60000,0,16.000,0.270,OWN,Y,8,0
29,60000,0,12.530,0.330,MORTGAGE,N,7,0
29,14573,6,12.180,0.340,RENT,N,5,1
32,15600,4,5.420,0.320,RENT,N,5,1
28,15600,4,10.370,0.320,RENT,N,9,1
29,60000,8,14.960,0.270,MORTGAGE,Y,6,0
29,16800,4,6.920,0.300,RENT,N,10,1
31,60000,2,11.260,0.250,OTHER,N,6,0
31,60000,4,10.080,0.160,MORTGAGE,N,8,0
30,25000,2,9.910,0.200,RENT,N,7,1
28,60589,1,9.880,0.040,MORTGAGE,N,10,0
32,55000,14,10.590,0.290,MORTGAGE,N,7,1
32,62000,1,9.990,0.130,RENT,N,5,0
29,62400,3,6.620,0.130,RENT,N,8,0
27,63000,2,7.510,0.130,RENT,N,6,0
28,61104,2,8.900,0.070,MORTGAGE,N,8,0
31,64000,9,14.220,0.130,RENT,Y,9,0
31,61104,3,9.250,0.250,MORTGAGE,N,10,0
34,61476,12,7.740,0.150,MORTGAGE,N,7,0
32,66000,1,7.290,0.120,RENT,N,10,0
27,61500,3,10.990,0.100,MORTGAGE,N,7,0
27,68500,4,6.620,0.120,RENT,N,10,0
33,68500,6,10.620,0.120,RENT,N,6,0
27,70000,11,12.920,0.110,RENT,Y,6,0
31,72000,0,7.900,0.110,RENT,N,7,0
29,62000,9,6.620,0.150,MORTGAGE,N,7,0
34,62000,18,11.710,0.450,MORTGAGE,N,10,0
27,62000,2,5.420,0.080,MORTGAGE,N,5,0
31,72100,1,14.650,0.110,RENT,Y,10,0
29,73000,2,7.400,0.110,RENT,N,7,0
29,76000,2,11.360,0.110,RENT,N,5,0
27,56000,2,6.910,0.180,MORTGAGE,N,8,1
33,62000,2,13.790,0.160,OWN,Y,10,0
28,56000,5,12.290,0.090,MORTGAGE,Y,5,1
27,62000,1,9.330,0.050,MORTGAGE,N,8,0
29,99000,3,12.990,0.080,RENT,Y,8,0
30,62256,1,15.050,0.140,MORTGAGE,Y,10,0
30,62400,2,6.030,0.100,MORTGAGE,N,10,0
30,32000,3,13.980,0.260,RENT,N,9,1
34,57000,6,5.990,0.050,MORTGAGE,N,7,1
28,63000,7,14.790,0.100,MORTGAGE,N,9,0
28,63000,1,9.990,0.180,MORTGAGE,N,8,0
27,51000,1,10.710,0.160,RENT,N,5,0
28,63000,1,12.730,0.130,MORTGAGE,N,9,0
29,63000,5,11.140,0.080,MORTGAGE,N,9,0
29,63000,6,11.480,0.400,MORTGAGE,N,8,0
30,52576,3,7.490,0.160,RENT,N,6,1
27,63344,3,11.360,0.130,MORTGAGE,N,10,0
34,63500,18,8.490,0.080,MORTGAGE,N,5,0
30,63830,2,17.990,0.230,MORTGAGE,N,5,0
30,64000,3,6.620,0.160,MORTGAGE,N,8,0
27,68000,4,7.880,0.130,RENT,N,5,0
31,59000,2,12.680,0.150,RENT,N,9,0
34,64000,2,6.910,0.130,MORTGAGE,N,6,0
32,64000,3,7.880,0.200,MORTGAGE,N,7,0
30,64300,4,15.330,0.220,MORTGAGE,Y,10,0
29,29000,1,6.540,0.310,RENT,N,9,1
34,58800,3,17.740,0.290,MORTGAGE,N,10,1
29,30000,7,6.910,0.300,RENT,N,8,1
31,65000,15,6.030,0.080,MORTGAGE,N,9,0
30,65000,1,16.490,0.030,OWN,N,9,0
29,65000,4,6.990,0.150,MORTGAGE,N,9,0
28,65000,4,7.490,0.030,MORTGAGE,N,6,0
33,62130,6,7.290,0.150,RENT,N,7,0
29,65000,1,5.790,0.150,MORTGAGE,N,5,0
27,65000,0,14.090,0.340,MORTGAGE,Y,6,0
29,32000,10,15.650,0.290,RENT,N,7,1
30,65000,2,15.210,0.060,MORTGAGE,N,7,0
27,65000,7,11.360,0.180,MORTGAGE,N,8,0
28,72800,12,11.490,0.130,RENT,N,8,0
27,65000,7,13.920,0.070,MORTGAGE,N,7,0
27,65000,11,17.740,0.370,MORTGAGE,Y,6,0
29,65000,0,8.940,0.150,MORTGAGE,N,9,0
27,19498,3,6.620,0.490,RENT,N,9,1
33,65000,4,9.760,0.260,MORTGAGE,N,6,0
28,65000,0,9.760,0.020,OWN,N,6,0
27,65004,1,12.090,0.180,OWN,N,7,0
27,65304,6,7.510,0.080,MORTGAGE,N,10,0
28,65500,11,6.030,0.170,MORTGAGE,N,8,0
28,51996,11,9.070,0.180,RENT,N,7,0
29,60000,1,11.660,0.160,RENT,Y,6,0
28,60000,2,5.790,0.110,MORTGAGE,N,6,1
35,70000,5,5.420,0.140,RENT,N,9,0
30,71400,0,12.610,0.130,RENT,N,6,0
27,78000,4,12.290,0.120,RENT,Y,9,0
29,66352,5,7.880,0.110,MORTGAGE,N,5,0
31,66360,8,11.860,0.110,MORTGAGE,N,6,0
31,113000,1,14.910,0.080,RENT,Y,7,1
27,66500,3,10.990,0.240,MORTGAGE,N,5,0
30,67000,6,6.990,0.150,MORTGAGE,N,6,0
29,61000,9,9.880,0.250,MORTGAGE,N,9,1
29,67000,13,7.140,0.150,MORTGAGE,N,6,0
32,67000,12,11.830,0.300,OWN,N,7,0
29,25368,0,11.340,0.390,RENT,N,5,1
27,67200,2,6.910,0.160,MORTGAGE,N,6,0
28,67386,11,6.910,0.020,MORTGAGE,N,6,0
29,67992,0,7.430,0.030,MORTGAGE,N,7,0
27,68000,0,14.650,0.040,MORTGAGE,Y,10,0
27,68000,4,15.990,0.440,MORTGAGE,N,7,0
35,62000,9,9.250,0.210,MORTGAGE,N,10,1
31,30000,0,8.940,0.330,RENT,N,10,1
34,68340,9,10.990,0.370,MORTGAGE,N,10,0
28,68553,1,13.850,0.220,MORTGAGE,Y,10,0
30,34000,14,14.540,0.290,RENT,Y,6,1
33,69000,7,5.990,0.060,MORTGAGE,N,7,0
29,69000,5,7.510,0.200,MORTGAGE,N,5,0
28,69000,11,11.860,0.090,OWN,N,9,0
27,29238,8,12.990,0.340,RENT,N,6,1
28,69996,1,11.830,0.100,MORTGAGE,N,10,0
27,70000,3,7.510,0.070,MORTGAGE,N,10,0
35,70000,14,11.490,0.290,MORTGAGE,N,10,0
30,70000,4,16.890,0.140,MORTGAGE,Y,5,0
34,70000,0,10.990,0.140,OWN,N,9,0
28,70000,13,6.990,0.070,MORTGAGE,N,7,0
29,70000,12,7.660,0.100,MORTGAGE,N,10,0
27,70000,2,10.360,0.030,OWN,N,7,0
30,70000,6,6.910,0.150,MORTGAGE,N,8,0
35,38469,0,12.230,0.260,RENT,Y,7,1
32,70000,16,7.140,0.130,MORTGAGE,N,10,0
30,70000,0,12.730,0.210,MORTGAGE,Y,6,0
29,39000,1,14.110,0.260,RENT,Y,7,1
28,70000,4,12.180,0.290,MORTGAGE,N,6,0
29,40000,1,13.160,0.250,RENT,N,7,1
27,70200,9,7.290,0.090,MORTGAGE,N,5,0
35,53000,2,11.710,0.080,RENT,N,6,0
32,71000,10,6.990,0.200,MORTGAGE,N,8,0
31,60000,4,8.490,0.070,RENT,N,10,0
33,71000,10,5.790,0.140,MORTGAGE,N,9,0
29,71000,4,13.430,0.150,MORTGAGE,Y,6,0
28,71500,13,11.490,0.210,MORTGAGE,N,7,0
35,71500,1,10.990,0.270,MORTGAGE,N,6,0
27,71700,11,13.800,0.130,MORTGAGE,N,5,0
31,66000,11,9.910,0.040,MORTGAGE,N,5,1
34,72000,8,13.490,0.140,MORTGAGE,Y,8,0
30,66000,2,11.710,0.180,MORTGAGE,N,6,1
29,42000,2,15.210,0.240,RENT,Y,7,1
31,72000,6,6.620,0.140,MORTGAGE,N,8,0
35,72000,3,6.620,0.180,MORTGAGE,N,5,0
30,72000,14,9.990,0.040,MORTGAGE,N,9,0
28,72000,5,6.920,0.170,MORTGAGE,N,7,0
30,50000,0,10.360,0.200,RENT,N,7,0
34,72000,10,7.140,0.060,MORTGAGE,N,9,0
31,44000,1,10.710,0.230,RENT,N,9,1
28,72000,3,10.990,0.060,MORTGAGE,N,6,0
28,51000,3,6.920,0.200,RENT,N,8,0
28,72000,3,10.950,0.140,MORTGAGE,N,7,0
29,72000,9,7.680,0.010,MORTGAGE,N,6,0
31,72500,12,11.990,0.120,MORTGAGE,N,7,0
32,72500,4,5.420,0.060,MORTGAGE,N,10,0
30,54000,8,6.170,0.190,RENT,N,10,0
31,54996,3,7.740,0.180,RENT,N,9,0
30,48996,1,15.450,0.200,RENT,N,5,1
32,73000,5,15.620,0.080,MORTGAGE,N,8,0
32,73000,3,7.290,0.120,MORTGAGE,N,10,0
27,55000,3,10.250,0.180,RENT,N,5,0
29,73000,7,7.290,0.160,MORTGAGE,N,10,0
28,73500,12,9.880,0.140,OWN,N,10,0
34,73600,10,12.420,0.200,MORTGAGE,N,7,0
32,74000,1,7.490,0.020,MORTGAGE,N,9,0
29,54000,5,13.490,0.190,RENT,Y,9,1
29,74000,0,7.510,0.120,MORTGAGE,N,10,0
34,74256,1,9.250,0.150,MORTGAGE,N,9,0
28,75000,3,8.900,0.200,MORTGAGE,N,9,0
32,75000,12,10.650,0.160,MORTGAGE,N,5,0
32,75000,4,11.710,0.160,MORTGAGE,N,6,0
28,64000,1,11.660,0.160,RENT,Y,8,0
31,75000,5,12.990,0.030,MORTGAGE,Y,5,0
34,75000,0,13.060,0.270,MORTGAGE,N,8,0
30,75000,0,12.980,0.200,MORTGAGE,N,8,0
33,75000,5,6.540,0.230,OWN,N,5,0
35,70000,1,13.980,0.140,RENT,N,7,0
28,75000,12,6.170,0.210,MORTGAGE,N,6,0
29,75000,3,7.510,0.160,OWN,N,5,0
30,75000,2,14.350,0.280,MORTGAGE,Y,5,0
34,72000,2,7.510,0.140,RENT,N,7,0
27,75000,3,13.850,0.330,OWN,N,10,0
29,75000,11,10.990,0.060,MORTGAGE,N,6,0
28,74000,12,11.710,0.140,RENT,N,8,0
33,74520,4,16.890,0.130,RENT,N,10,0
27,75000,5,17.190,0.110,MORTGAGE,N,5,0
32,75000,3,7.290,0.130,RENT,N,10,0
30,75000,2,7.290,0.130,RENT,N,9,0
28,75000,3,11.480,0.080,MORTGAGE,N,8,0
27,75000,11,13.470,0.080,OWN,N,7,0
33,75000,3,12.210,0.200,MORTGAGE,N,10,0
27,75000,1,10.510,0.050,MORTGAGE,N,8,0
31,80000,0,8.590,0.130,RENT,N,6,0
27,75000,0,8.380,0.100,OWN,N,6,0
29,69000,2,12.800,0.360,MORTGAGE,Y,5,1
35,75573,9,9.880,0.290,MORTGAGE,N,8,0
30,75689,13,13.480,0.130,MORTGAGE,N,8,0
33,78000,7,13.060,0.130,RENT,Y,9,1
30,85000,4,6.620,0.120,RENT,N,9,0
34,85000,3,12.870,0.120,RENT,N,7,0
30,76000,5,7.880,0.080,MORTGAGE,N,10,0
30,76080,8,11.140,0.160,MORTGAGE,N,5,0
30,76200,3,8.490,0.040,MORTGAGE,N,7,0
27,90000,4,7.490,0.110,RENT,N,10,0
31,77000,15,12.690,0.080,MORTGAGE,N,8,0
29,93000,1,11.140,0.110,RENT,N,8,0
35,77040,8,5.990,0.080,MORTGAGE,N,7,0
29,77248,13,13.850,0.280,MORTGAGE,Y,7,0
30,77270,9,7.740,0.040,MORTGAGE,N,5,0
28,78000,0,7.900,0.250,MORTGAGE,N,9,0
28,78000,7,9.910,0.130,MORTGAGE,N,5,0
28,78000,1,12.990,0.060,MORTGAGE,Y,7,0
32,50000,3,10.590,0.220,RENT,N,10,0
31,75000,5,6.030,0.150,RENT,N,5,0
27,78000,0,5.420,0.060,MORTGAGE,N,7,0
31,78000,9,5.790,0.060,MORTGAGE,N,10,0
32,63800,6,14.740,0.180,RENT,N,8,0
30,72000,5,9.760,0.100,MORTGAGE,N,9,1
